duration,bright_flashes,avg_motion,max_motion,label
165.86666666666667,0,2957991.4091639873,32160790,ht1
86.96666666666667,0,6382075.820620928,33973572,ht2
104.33333333333333,0,2745579.1642172523,18043603,ht3
75.47540000000001,0,3602344.705128205,24642544,ht4
115.4,0,2226627.8032928943,13676788,ht5
120.03333333333333,31,3529889.746181616,47474264,lt2
52.36666666666667,0,2484319.6479949076,27110916,lt4
30.733333333333334,0,2895969.47505423,14879302,lt5
